player.id,short_name,role,xD,danger_pass,minutes,xD_per_90,danger_pass_per_90,xD_rank,danger_pass_rank
62224,R. Fraser,Midfielder,1.1720374576599246,48,26.0,0.020537069847096776,0.8410817813185256,9.0,20.0
424949,R. Sessegnon,Midfielder,6.620054970161971,400,4.0,0.02027908034851883,1.2253119008782292,10.0,11.0
824994,J. King,Midfielder,0.8825487952221763,48,13.0,0.020008019756522052,1.0881947304355986,11.0,13.0
9683,C. Townsend,Defender,0.7006560493740817,36,1.0,0.019737723967659132,1.0141324883592924,3.0,6.0
932310,O. Aluko,Midfielder,0.001243821833867529,0,2.0,0.018657327508012935,0.0,12.0,158.5
776849,S. Amo-Ameyaw,Midfielder,0.04673151108628772,2,10.0,0.01855515881367307,0.7941176470588235,13.0,22.0
303357,P. Billing,Midfielder,1.9006185269931137,140,6.0,0.018200270691286942,1.3406361458610594,14.0,10.0
8140,A. Lallana,Midfielder,4.0956491767548675,252,8.0,0.017915630629458876,1.1023255957193163,15.0,12.0
365446,D. Malen,Forward,2.586732344567105,126,25.0,0.017497056484049634,0.8522834307231749,27.0,29.0
745929,E. Nwaneri,Midfielder,21.38517798488806,832,4.0,0.0174777435020075,0.6799794981339902,16.0,30.0
528194,J. McAtee,Midfielder,2.641999457071213,120,1.0,0.017232908591833157,0.7827212172527858,17.0,23.0
803390,Luis Guilherme,Forward,0.9882815070533313,144,4.0,0.016883071365928974,2.4599896480331265,28.0,10.0
764067,E. da Silva Moreira,Midfielder,0.00432040071705341,0,1.0,0.016801558344096596,0.0,18.0,158.5
350976,B. Chilwell,Defender,0.870484817771245,64,30.0,0.016659914678865618,1.2248743661921002,4.0,5.0
274435,E. Ünal,Forward,3.0280619059820313,204,7.0,0.016392431222099074,1.1043552189940118,29.0,21.0
8286,M. Luongo,Midfielder,0.7180784203454904,0,65.0,0.015851022779098434,0.0,19.0,158.5
285506,T. Awoniyi,Forward,4.3719233018974,234,17.0,0.01583509266991795,0.8475472758528642,30.0,30.0
8392,N. Clyne,Defender,2.3713904150340332,117,90.0,0.015641712148729104,0.7717330346783242,5.0,9.0
347202,O. Édouard,Forward,0.4251393739225062,30,44.0,0.015319615697208487,1.0810301258994366,31.0,22.0
8955,D. Ings,Forward,2.742641698219606,180,5.0,0.014997760604435533,0.9843053544146313,32.0,24.0
388267,L. Bailey,Forward,18.073455899430773,720,74.0,0.014627118768353204,0.5827067923155749,33.0,47.0
347200,C. Nkunku,Forward,16.164925066189006,945,59.0,0.01458626720749879,0.8527118099617667,34.0,28.0
623374,T. Iroegbunam,Midfielder,3.2841275230574856,234,90.0,0.014563051067930198,1.037643613401189,20.0,16.0
225947,Adama Traoré,Forward,51.06049539093937,3348,79.0,0.014450940098253155,0.9475377604255842,35.0,25.0
544911,N. Patterson,Defender,1.8298711799943526,110,17.0,0.014441238524278758,0.868113698405571,6.0,7.0
346158,E. Nketiah,Forward,11.135474631516583,870,90.0,0.014234537428330401,1.11212570388307,36.0,20.0
447195,H. Clarke,Defender,1.20905225172316,28,27.0,0.014226980208576373,0.32947744423154257,7.0,30.0
346125,D. Brooks,Midfielder,22.885002344109232,1711,9.0,0.013850892766592227,1.0355636922073364,21.0,17.0
340386,Gabriel Jesus,Forward,7.184834154949005,374,5.0,0.013608829347763089,0.70839522058523,37.0,39.0
1050460,J. Monga,Forward,0.3873036732443096,21,18.0,0.013607864761909465,0.7378322999271925,38.0,34.0
249041,W. Burns,Midfielder,7.25336588492162,324,57.0,0.013523814691470598,0.6040941584299829,22.0,34.0
532949,D. McNeil,Midfielder,19.74539462094388,1302,90.0,0.013369097065184746,0.8815505951148452,23.0,19.0
786541,M. Amougou,Midfielder,0.008214868970966458,0,7.0,0.013202467989053236,0.0,24.0,158.5
8944,B. Mee,Defender,0.5311849726040698,14,1.0,0.013173727393560338,0.3472089630203361,8.0,28.0
606741,J. Philogene,Midfielder,7.541804531635873,399,16.0,0.012913798409981131,0.6832059282322495,25.0,29.0
630651,B. Gruda,Forward,11.5323548874882,924,3.0,0.012589643172859813,1.0087124793864326,39.0,23.0
520221,T. Doyle,Midfielder,7.32255165393956,384,1.0,0.012567773657322237,0.6590633036798477,26.0,31.0
11669,C. Wilson,Forward,1.9122715795573335,108,22.0,0.012567109293144798,0.7097568243804698,40.0,38.0
8582,A. Cresswell,Defender,5.553286614943272,270,1.0,0.012355044346984081,0.6007004869349388,9.0,14.0
594968,Rodrigo Gomes,Midfielder,13.09240464864631,525,75.0,0.012231281399018443,0.49046931459979176,27.0,41.0
579610,G. Rutter,Forward,21.99300714846113,1596,1.0,0.0121512669401588,0.8817994695123094,41.0,27.0
275780,H. Reed,Midfielder,0.6105558653136594,36,-1.0,0.012094190401885743,0.7131056782891022,28.0,26.0
600189,J. Enciso,Forward,17.048580038748135,1050,11.0,0.01205765090380421,0.7426151280763249,42.0,33.0
566728,Welington,Defender,1.3968298539539614,70,81.0,0.011855953702232348,0.5941430567273784,10.0,15.0
397098,R. Nelson,Forward,6.825157101078631,480,3.0,0.011764572416462579,0.8273794546076603,43.0,31.0
770402,Marc Guiu,Forward,0.09605777348439777,6,23.0,0.011584898014094248,0.7236206458174422,44.0,37.0
21315,Jorginho,Midfielder,7.713453972014113,390,90.0,0.011486690617600962,0.5807786443165385,29.0,36.0
525621,J. Sarmiento,Midfielder,0.006063514753471249,0,8.0,0.01136909016275859,0.0,30.0,158.5
681063,M. Tel,Forward,6.165647006531846,247,90.0,0.011198950814203136,0.44863756361299034,45.0,57.0
616591,E. Ferguson,Forward,2.5937717628696273,105,5.0,0.011163974343069698,0.45193541035601065,46.0,56.0
543978,D. Núñez,Forward,14.289301210056664,1200,18.0,0.01114879885259826,0.9362640220434446,47.0,26.0
336242,R. Henry,Defender,0.1582474851273139,10,2.0,0.011114401006957677,0.702342978658768,11.0,12.0
856213,Y. Minteh,Forward,49.60842000550225,2112,47.0,0.011011887812609028,0.468813702545873,48.0,55.0
192755,B. De Cordova-Reid,Forward,6.8268795425903335,391,77.0,0.011006025190474313,0.6303547356634078,49.0,45.0
514484,Fábio Carvalho,Midfielder,5.73196938812945,247,7.0,0.010818229340274804,0.46617531708763726,31.0,44.0
689107,Renato Veiga,Defender,0.49991852028311434,21,10.0,0.010732740112368116,0.4508485547446586,12.0,20.0
346159,J. Willock,Midfielder,22.021055211811248,1504,21.0,0.01067570365396866,0.7291321029410484,32.0,25.0
576405,J. Clarke,Midfielder,18.630133693005046,1824,10.0,0.010669218494618772,1.0445794353849123,33.0,14.0
275785,M. Harness,Midfielder,0.08099504125093851,8,25.0,0.010550669847161727,1.0421052631578946,34.0,15.0
496823,Pedro Neto,Forward,64.90769789608751,4060,31.0,0.010490502960563081,0.6561847577474078,50.0,41.0
779565,L. Bergvall,Midfielder,17.07518207454418,945,12.0,0.010393310405747362,0.5752019680114272,35.0,37.0
607630,Igor Thiago,Forward,0.5673922331639448,40,20.0,0.010305130151685356,0.726490744804238,51.0,35.0
54,C. Eriksen,Midfielder,19.37299501846757,1541,4.0,0.01028801372617132,0.8183468347004234,36.0,21.0
419219,F. Onyeka,Midfielder,0.013602058496139253,0,7.0,0.010287271131533889,0.0,37.0,158.5
445111,A. Irving,Midfielder,1.0556399727637966,80,17.0,0.01011117342132525,0.7662592309651134,38.0,24.0
345621,Diogo Jota,Forward,16.496097164185617,962,79.0,0.010075408368310912,0.5875658195902486,52.0,46.0
532621,A. Broja,Forward,1.2485153695854805,100,7.0,0.009877966627706012,0.7911770145837769,53.0,32.0
619727,S. Edozie,Forward,0.1869411217931757,10,44.0,0.009684449825515454,0.518048128342246,54.0,50.0
542200,R. Calafiori,Defender,11.500615024151447,551,11.0,0.009659211033365636,0.4627774487023276,13.0,19.0
790219,J. Meghoma,Defender,0.0008576327769546706,0,4.0,0.009648368740740045,0.0,14.0,177.5
580990,Beto,Forward,12.36198684666111,660,14.0,0.009639761602390008,0.5146618206680753,55.0,51.0
364860,Rodri,Midfielder,0.2847100100600006,21,44.0,0.009635104786267456,0.7106782106782107,39.0,27.0
677949,Y. Ayari,Midfielder,36.284658969460594,2244,1.0,0.009528463098458284,0.5892813051084949,40.0,35.0
281135,M. Targett,Defender,0.028375541059721645,0,12.0,0.00950073919410323,0.0,15.0,177.5
447536,W. Smallbone,Midfielder,5.610917525978484,414,90.0,0.009366041954122415,0.691070818819508,41.0,28.0
8221,J. Ward,Defender,0.018284844316575146,4,2.0,0.009206723081395734,2.0140664961636827,16.0,3.0
282267,H. Wilson,Forward,19.063338559324617,1025,11.0,0.009064786586798297,0.4873965922891018,56.0,53.0
448708,H. Barnes,Forward,47.414109093232646,2178,20.0,0.009064744306544848,0.41639531939391805,57.0,59.0
700018,M. Kayode,Defender,2.619177128560189,204,14.0,0.009061534369250503,0.7057762497885308,17.0,11.0
487061,L. Kelly,Defender,0.7525985884185107,60,20.0,0.008870580531433187,0.7071961601793785,18.0,10.0
396912,J. Bellegarde,Midfielder,30.671206406967272,1750,57.0,0.00879856547260825,0.5020177352256593,42.0,40.0
735759,N. O'Reilly,Midfielder,3.3243433182690314,108,17.0,0.008728919575525067,0.2835818156855046,43.0,68.0
376353,P. Daka,Forward,3.918195919527293,230,11.0,0.008579033033029378,0.5035933981154289,58.0,52.0
535839,C. Summerville,Forward,8.868808878269743,665,16.0,0.008541803709072841,0.6404805362816247,59.0,42.0
241564,O. Zinchenko,Defender,8.434705497483288,450,69.0,0.008329143737398717,0.44436817419977137,19.0,21.0
38021,K. De Bruyne,Midfielder,68.69474467332121,3528,90.0,0.008272737273139008,0.4248682666837161,44.0,50.0
419213,C. Gakpo,Forward,59.995610603131105,3815,11.0,0.008187821753116355,0.5206470885806551,60.0,49.0
9624,T. Cairney,Midfielder,18.285962092423322,1400,26.0,0.00813960421929645,0.6231800027484834,45.0,33.0
443660,R. Stewart,Forward,1.2824955857308655,48,26.0,0.007938783013276683,0.2971250652844332,61.0,77.0
339789,Mikel Merino,Midfielder,26.524159012615208,1400,29.0,0.007850764998092624,0.4143796224454162,46.0,52.0
822917,J. Acheampong,Defender,0.23176832315791454,20,90.0,0.007443916740404825,0.6423584240485649,20.0,13.0
14705,N. Füllkrug,Forward,7.131658868409496,468,16.0,0.007408081796552246,0.4861396688705693,62.0,54.0
536067,N. Madueke,Forward,54.24945704698664,2560,90.0,0.00734526617516513,0.3466187945832579,63.0,64.0
257899,J. Gomez,Defender,2.040644808472549,234,1.0,0.007309346992183283,0.8381601683299001,21.0,8.0
551573,I. Maatsen,Defender,27.218298663230915,2146,16.0,0.0072429186809161075,0.5710608029385522,22.0,16.0
4015,Pablo Sarabia,Forward,12.627767976470333,782,6.0,0.0072167538818516215,0.4469120390969853,64.0,58.0
622236,D. Scarlett,Forward,0.012643656741778045,0,12.0,0.007149686848029252,0.0,65.0,130.5
657854,W. Odobert,Forward,8.182076016196966,352,65.0,0.007114728136208114,0.3060817693440711,66.0,74.0
589103,Matheus Nunes,Midfielder,38.895453300877556,2028,1.0,0.006988646740000998,0.364386435583777,47.0,57.0
543793,J. Zirkzee,Forward,19.72320169975815,1536,29.0,0.006964497085357372,0.5423798674248764,67.0,48.0
527201,C. Archer,Forward,12.633142088978166,665,19.0,0.006919679493317972,0.36424721820164785,68.0,61.0
51064,E. Krafth,Defender,0.7720881186029086,36,60.0,0.00687144566060027,0.32039353775995,23.0,33.0
365880,D. Kamada,Midfielder,26.214528736550477,1870,70.0,0.006810775420172175,0.48584318122660614,48.0,42.0
537185,J. Araujo,Defender,1.9086622667744682,96,27.0,0.006768506187185072,0.3404356052303862,24.0,29.0
508830,B. Gilmour,Midfielder,0.1330961066153359,6,8.0,0.006580333741572369,0.2966428053642624,49.0,67.0
769918,Andrés García,Defender,1.8022847793412329,63,46.0,0.0065677859422772905,0.22958109567718246,25.0,47.0
646204,C. Alcaraz,Midfielder,7.439472167796831,512,10.0,0.0064905964854038095,0.44669639533188793,50.0,48.0
